language,year,month,pushes,pull_requests,issues,issue_comments,stars,forks,creates,contributors,active_repos
GDScript,2019,7,53,25,12,12,22,6,12,43,22
MDX,2019,7,48,34,2,15,2,3,9,35,12
Fluent,2019,7,46,7,1,3,0,0,3,6,3
Svelte,2019,7,45,31,10,28,13,3,17,42,25
D,2019,7,45,49,10,68,14,7,15,58,33
WebAssembly,2019,7,43,16,13,24,19,5,10,48,22
Brainfuck,2019,7,41,24,0,70,0,0,1,4,1
Xtend,2019,7,40,28,23,6,0,0,12,11,13
PureScript,2019,7,40,14,2,11,5,0,8,21,24
F*,2019,7,40,6,1,8,2,0,5,17,4
Hack,2019,7,39,25,11,14,5,2,13,20,20
Verilog,2019,7,37,18,3,1,14,7,6,35,22
QML,2019,7,36,27,12,43,20,10,20,72,31
JSON,2019,7,36,30,8,26,3,2,9,24,5
Blade,2019,7,36,1,0,3,2,0,1,12,9
Racket,2019,7,35,9,4,9,10,0,5,36,18
Roff,2019,7,35,16,1,7,27,8,4,60,35
Modelica,2019,7,34,22,8,51,0,1,4,22,5
SQF,2019,7,34,19,2,14,3,0,3,20,13
Common Lisp,2019,7,33,12,4,16,42,7,5,63,40
Markdown,2019,7,33,13,4,32,53,13,2,99,21
V,2019,7,31,35,17,53,43,4,1,70,1
Scheme,2019,7,30,25,4,40,12,5,4,43,24
M4,2019,7,29,16,6,14,4,2,3,21,12
wdl,2019,7,29,11,0,2,0,0,4,11,11
GLSL,2019,7,29,14,2,1,19,3,4,29,14
Nextflow,2019,7,29,8,5,11,3,0,3,15,11
Jsonnet,2019,7,28,44,6,91,11,5,11,54,22
xBase,2019,7,28,2,0,0,3,2,3,9,4
Nunjucks,2019,7,27,14,2,6,22,11,6,47,15
Lasso,2019,7,27,1,1,2,4,6,0,16,1
Lean,2019,7,25,11,0,5,1,0,6,14,2
GAP,2019,7,25,23,8,26,0,1,4,15,12
LookML,2019,7,25,16,0,2,1,0,1,7,5
Starlark,2019,7,25,27,6,22,23,9,15,55,21
SystemVerilog,2019,7,24,16,5,32,7,1,0,25,15
Vim Script,2019,7,23,21,11,62,67,11,6,109,15
Objective-C++,2019,7,23,16,6,8,22,4,5,40,15
Coq,2019,7,23,16,5,24,8,1,4,31,24
AMPL,2019,7,23,9,0,2,0,0,2,5,4
Crystal,2019,7,23,23,20,44,22,2,11,58,28
Ren'Py,2019,7,21,12,6,11,4,4,2,18,7
Logos,2019,7,21,2,287,146,4,0,2,39,6
Stata,2019,7,21,12,0,0,0,1,5,4,3
Agda,2019,7,21,3,1,4,2,0,1,14,5
Stylus,2019,7,20,8,1,2,2,0,5,13,10
Mustache,2019,7,20,13,3,16,3,3,9,28,18
EJS,2019,7,20,1,0,5,9,2,3,19,8
Mathematica,2019,7,19,13,5,4,3,2,6,17,13
Liquid,2019,7,19,15,15,20,7,3,7,37,10
Chapel,2019,7,19,9,6,30,1,0,1,13,3
Matlab,2019,7,18,7,2,5,4,2,1,24,19
PostScript,2019,7,18,15,18,8,1,0,2,20,9
ColdFusion,2019,7,16,7,0,2,1,2,2,12,9
ABAP,2019,7,16,12,5,34,0,3,3,15,4
AutoHotkey,2019,7,16,1,2,3,9,2,0,17,9
VBA,2019,7,16,1,0,3,2,0,2,5,4
Prolog,2019,7,16,9,3,11,1,2,1,16,11
Handlebars,2019,7,16,8,1,2,0,1,6,12,11
Fancy,2019,7,15,0,0,0,0,0,0,1,1
Game Maker Language,2019,7,15,0,5,1,2,0,0,8,5
Perl 6,2019,7,14,8,3,8,1,0,3,10,7
Bikeshed,2019,7,14,10,0,8,1,0,2,9,2
Isabelle,2019,7,14,4,14,3,0,0,2,12,8
G-code,2019,7,14,2,0,1,0,0,1,3,2
reStructuredText,2019,7,13,14,2,16,0,2,3,11,3
Gosu,2019,7,13,6,9,5,0,2,5,10,5
XQuery,2019,7,13,13,24,26,2,0,6,14,8
Less,2019,7,13,2,1,2,18,7,5,36,12
Cython,2019,7,13,1,1,9,4,0,0,12,7
SMT,2019,7,13,3,1,1,2,0,2,4,3
Zig,2019,7,12,4,5,15,3,2,0,18,4
DIGITAL Command Language,2019,7,12,22,0,0,4,1,11,6,3
Scilab,2019,7,12,8,0,2,1,0,7,6,4
NCL,2019,7,11,3,1,16,0,0,0,7,1
SAS,2019,7,11,8,0,0,0,0,2,5,3
Web Ontology Language,2019,7,11,0,8,24,0,0,1,5,3
MAXScript,2019,7,10,0,0,0,0,0,0,3,2
Visual Basic .NET,2019,7,10,9,9,14,3,1,5,15,12
Squirrel,2019,7,10,4,0,1,0,0,0,5,5
Slim,2019,7,10,4,0,0,0,0,2,3,2
Processing,2019,7,10,5,0,0,6,1,2,12,8
ShaderLab,2019,7,10,4,0,0,4,1,2,8,5
Brightscript,2019,7,9,4,1,0,0,0,4,3,2
RobotFramework,2019,7,9,7,1,0,0,0,1,5,4
Standard ML,2019,7,9,0,0,4,2,1,0,10,6
JetBrains MPS,2019,7,9,2,2,4,0,0,0,5,3
Pug,2019,7,9,2,0,0,0,0,0,7,7
AGS Script,2019,7,8,5,4,18,0,0,1,8,4
Rascal,2019,7,8,2,0,0,0,0,0,1,1
ASP,2019,7,8,7,0,0,5,1,1,12,6
API Blueprint,2019,7,8,8,0,0,0,1,4,14,8
Ada,2019,7,8,8,1,1,0,0,1,8,6
Max,2019,7,7,2,0,1,1,0,1,6,5
Inno Setup,2019,7,7,0,0,5,6,1,0,12,4
XC,2019,7,7,0,0,0,0,0,0,3,1
REXX,2019,7,7,13,0,2,0,2,0,5,2
PEG.js,2019,7,6,1,4,13,1,0,0,3,1
VimL,2019,7,6,6,0,2,39,4,3,46,33
M,2019,7,6,6,3,21,33,8,3,54,2
Red,2019,7,6,4,0,1,4,0,0,9,2
Nginx,2019,7,6,0,0,0,8,1,0,9,6
Idris,2019,7,6,2,1,0,6,2,1,11,4
FreeMarker,2019,7,6,10,4,1,1,4,3,8,7
Odin,2019,7,6,0,0,0,2,0,0,3,1
PowerBuilder,2019,7,6,2,0,0,0,0,0,2,1
Dhall,2019,7,6,6,1,8,5,0,3,12,3
Haml,2019,7,5,3,0,0,1,0,1,5,4
BlitzBasic,2019,7,5,2,0,0,0,0,3,1,1
Pony,2019,7,5,2,4,3,1,0,1,4,2
Raku,2019,7,5,2,5,12,2,0,0,8,2
Sass,2019,7,5,0,1,0,5,2,0,13,8
Cuda,2019,7,4,90,3,17,14,2,1,33,18
SourcePawn,2019,7,4,6,4,7,3,1,1,14,9
ActionScript,2019,7,4,1,4,9,2,0,1,13,7
Mako,2019,7,4,0,0,0,0,0,0,1,1
mIRC Script,2019,7,4,1,2,1,0,0,1,4,2
SQLPL,2019,7,4,1,2,1,5,10,1,21,6
q,2019,7,4,2,1,1,0,0,1,3,3
Objective-J,2019,7,4,0,4,1,0,0,0,1,1
Forth,2019,7,4,0,0,0,0,1,0,2,2
AsciiDoc,2019,7,4,0,0,0,0,0,0,1,1
Astro,2019,7,4,0,0,0,0,0,0,2,2
Bro,2019,7,4,0,0,0,1,1,5,3,1
YARA,2019,7,3,4,0,0,5,3,0,9,6
IDL,2019,7,3,0,0,0,1,1,0,4,3
Eagle,2019,7,3,1,0,3,0,2,1,4,4
Cap'n Proto,2019,7,3,0,0,0,0,0,0,2,1
VBScript,2019,7,3,0,0,1,0,0,0,3,2
Perl6,2019,7,3,0,0,1,0,0,1,2,2
NSIS,2019,7,3,0,0,1,5,1,0,10,4
Twig,2019,7,3,3,2,3,1,0,2,12,9
DataWeave,2019,7,3,3,0,0,0,0,2,7,1
sed,2019,7,3,0,0,4,0,0,0,4,2
Papyrus,2019,7,3,4,0,0,0,0,2,1,2
Gnuplot,2019,7,3,4,0,1,0,0,0,4,2
KiCad,2019,7,3,1,0,0,6,1,0,10,6
Dylan,2019,7,3,2,0,2,0,0,1,2,1
OpenSCAD,2019,7,3,3,4,4,4,0,1,10,5
Arduino,2019,7,2,1,0,0,1,3,0,6,6
Rebol,2019,7,2,4,0,0,0,0,4,1,1
Eiffel,2019,7,2,0,0,0,0,0,0,1,1
Classic ASP,2019,7,2,0,0,0,16,4,0,20,3
Stan,2019,7,2,0,0,12,0,1,0,6,1
LiveScript,2019,7,2,0,0,0,1,0,1,4,3
VCL,2019,7,2,3,0,0,0,0,4,5,3
RAML,2019,7,2,2,4,2,2,0,0,9,6
Fennel,2019,7,2,0,0,3,0,0,0,2,1
XML,2019,7,2,1,0,1,0,0,0,3,1
Open Policy Agent,2019,7,2,4,43,47,2,0,0,6,1
Protocol Buffer,2019,7,2,1,0,2,5,1,0,10,4
Kit,2019,7,2,3,0,0,0,0,2,1,1
ReScript,2019,7,2,0,0,0,0,0,0,1,1
AutoIt,2019,7,2,2,1,2,0,0,1,2,2
BASIC,2019,7,2,4,2,0,1,2,0,4,1
ZenScript,2019,7,2,3,12,10,0,3,3,17,6
Smali,2019,7,2,4,2,7,3,1,0,11,4
Nu,2019,7,2,0,0,0,0,0,0,1,1
Bicep,2019,7,2,0,0,0,0,0,0,1,1
mcfunction,2019,7,2,0,0,0,0,1,1,3,2
IGOR Pro,2019,7,2,1,0,6,0,2,0,6,5
Cirru,2019,7,1,1,0,0,0,0,0,2,1
Genshi,2019,7,1,0,0,0,0,0,0,1,1
DTrace,2019,7,1,1,0,0,0,0,0,1,1
GCC Machine Description,2019,7,1,4,0,4,5,8,1,16,4
LabVIEW,2019,7,1,1,0,0,0,0,1,2,2
Qt Script,2019,7,1,0,0,0,0,0,0,1,1
Awk,2019,7,1,0,0,0,8,1,0,10,3
Harbour,2019,7,1,1,0,0,0,0,0,1,1
Ceylon,2019,7,1,0,0,0,0,0,0,1,1
Cool,2019,7,1,0,0,0,0,0,0,1,1
COBOL,2019,7,1,2,0,0,0,0,1,1,1
KakouneScript,2019,7,1,0,0,1,0,0,0,1,2
SWIG,2019,7,1,0,0,0,0,0,0,1,1
OpenQASM,2019,7,1,0,0,0,1,1,0,3,1
Xojo,2019,7,1,0,0,0,0,0,0,1,1
Frege,2019,7,1,0,0,0,2,0,0,3,1
FORTRAN,2019,7,1,0,0,0,1,1,0,3,2
GAMS,2019,7,1,0,0,0,0,0,0,1,1
MQL5,2019,7,1,0,0,0,0,0,0,1,1
ApacheConf,2019,7,1,3,1,1,0,19,1,23,4
Inform 7,2019,7,1,0,0,0,0,0,0,1,1
eC,2019,7,1,0,0,0,0,0,0,1,1
Cucumber,2019,7,1,0,0,0,0,0,0,1,1
PureBasic,2019,7,1,2,4,19,6,2,0,20,3
ASL,2019,7,1,1,0,1,0,0,0,1,1
CodeQL,2019,7,1,0,0,0,0,0,0,1,1
OpenEdge ABL,2019,7,1,0,0,0,0,0,0,1,1
YAML,2019,7,1,0,0,0,0,0,0,2,1
Boogie,2019,7,1,0,0,0,0,0,0,1,1
UnrealScript,2019,7,1,2,1,8,0,0,0,9,3
Diff,2019,7,1,0,0,0,0,0,0,1,1
Grammatical Framework,2019,7,1,0,0,0,0,0,0,1,1
CartoCSS,2019,7,1,0,2,4,0,0,0,3,2
Meson,2019,7,1,1,0,0,0,1,0,2,2
Riot,2019,7,0,0,0,3,0,0,0,2,1
ANTLR,2019,7,0,4,2,5,1,1,1,8,3
AngelScript,2019,7,0,1,1,7,0,0,0,7,2
P4,2019,7,0,0,0,0,1,1,0,1,1
ObjectScript,2019,7,0,0,0,0,0,0,1,1,1
YASnippet,2019,7,0,1,0,0,0,1,0,2,2
Futhark,2019,7,0,0,0,0,1,0,0,1,1
MoonScript,2019,7,0,0,0,2,2,0,0,4,4
ECL,2019,7,0,0,0,0,0,0,2,1,1
EmberScript,2019,7,0,0,1,6,0,0,0,3,2
Yacc,2019,7,0,0,1,6,0,0,0,2,1
HiveQL,2019,7,0,0,0,0,1,0,0,1,1
Charity,2019,7,0,1,0,0,0,0,0,1,1
Zeek,2019,7,0,0,0,0,0,0,1,1,1
Propeller Spin,2019,7,0,0,0,0,0,1,0,1,1
1C Enterprise,2019,7,0,5,2,3,1,0,0,6,5
Self,2019,7,0,0,0,0,1,0,0,1,1
HLSL,2019,7,0,0,0,0,9,1,0,9,2
AppleScript,2019,7,0,1,0,0,3,0,0,4,3
Shen,2019,7,0,1,0,0,0,1,0,1,1
nesC,2019,7,0,1,0,0,0,1,2,2,1
Lex,2019,7,0,0,1,0,0,0,0,1,1
AL,2019,7,0,0,24,2,5,0,0,19,1
NetLogo,2019,7,0,0,0,0,0,1,0,1,1
Factor,2019,7,0,1,0,1,1,0,0,2,1
Ballerina,2019,7,0,1,0,0,1,0,0,2,2
Csound Document,2019,7,0,0,0,1,0,0,0,1,1
SuperCollider,2019,7,0,0,0,2,0,0,0,2,1
ATS,2019,7,0,0,0,0,2,0,0,2,1
Mercury,2019,7,0,0,1,0,2,2,0,6,2
JavaScript,2019,8,44486,26601,6034,14284,14756,4626,14177,32864,20897
Python,2019,8,20888,12337,4474,12484,9780,3095,5202,21196,10721
TypeScript,2019,8,18486,12024,3230,9440,4615,1036,8360,12500,8360
Java,2019,8,17513,9546,2996,8215,7938,2825,4041,16651,8009
HTML,2019,8,15644,7219,1343,3417,1459,1239,3019,7467,4558
C#,2019,8,10319,4117,1449,4143,2048,710,1914,5744,3081
Go,2019,8,8468,6096,2116,9786,7766,1397,2102,11899,4268
Ruby,2019,8,8223,6882,750,2534,1083,1625,2826,4881,3580
C++,2019,8,7903,4660,2059,7433,3702,1217,1350,10029,4255
PHP,2019,8,7582,4306,1576,3537,2534,701,1997,5734,4109
CSS,2019,8,6393,3305,378,997,888,691,1464,3576,2292
Shell,2019,8,6384,2687,616,2795,1807,703,1103,4598,2343
C,2019,8,4069,2282,1570,4391,3544,966,567,6940,2626
Vue,2019,8,2733,1124,361,477,939,294,672,2313,1308
Rust,2019,8,2394,1568,557,2002,1546,229,555,2583,1261
PowerShell,2019,8,2287,1285,400,1323,153,100,286,965,472
Jupyter Notebook,2019,8,2280,1205,235,604,1263,689,288,2671,986
Kotlin,2019,8,1744,976,287,619,849,184,552,1778,759
Swift,2019,8,1442,750,272,527,1049,270,442,1765,955
Scala,2019,8,1434,1178,222,981,266,80,472,1040,712
Makefile,2019,8,954,762,52,538,156,141,755,525,444
R,2019,8,949,360,267,521,189,76,101,746,542
VHDL,2019,8,734,20,10,15,2,2,6,36,26
SCSS,2019,8,668,86,35,64,75,36,40,269,144
Dart,2019,8,633,399,251,661,621,163,104,1144,391
Elixir,2019,8,626,402,91,219,123,36,124,359,271
Dockerfile,2019,8,564,371,83,244,166,64,262,543,315
Lua,2019,8,553,223,180,397,185,68,90,592,303
Haskell,2019,8,526,180,102,229,127,26,90,379,222
Julia,2019,8,460,243,104,483,105,24,119,337,230
Groovy,2019,8,448,247,34,112,52,65,87,306,173
Objective-C,2019,8,410,274,164,340,469,156,156,894,458
Clojure,2019,8,404,235,99,242,177,24,92,370,187
TeX,2019,8,375,223,70,160,305,97,62,601,199
HCL,2019,8,361,255,39,85,40,37,148,272,212
Smarty,2019,8,353,259,40,336,29,43,107,256,95
Groff,2019,8,325,0,2,16,2,9,0,18,2
OCaml,2019,8,289,155,68,169,66,10,71,205,141
TSQL,2019,8,287,139,16,56,20,16,68,149,94
LLVM,2019,8,274,14,0,0,16,3,2,43,6
Perl,2019,8,253,185,48,154,90,27,56,324,207
DM,2019,8,241,216,40,377,2,16,53,256,66
Fortran,2019,8,191,113,39,140,24,11,36,191,107
Nix,2019,8,145,149,28,161,20,4,18,150,52
Elm,2019,8,141,71,35,24,36,3,49,67,47
Vim script,2019,8,139,101,58,114,216,31,15,270,164
Erlang,2019,8,133,77,20,90,34,21,32,146,83
Apex,2019,8,128,38,15,31,6,10,60,54,27
Rich Text Format,2019,8,126,57,9,12,4,2,11,44,36
MATLAB,2019,8,126,43,17,24,17,5,15,97,71
CMake,2019,8,118,116,33,92,17,16,42,129,65
Pascal,2019,8,93,30,26,32,45,17,10,105,52
Emacs Lisp,2019,8,89,60,77,197,154,23,8,256,152
Roff,2019,8,85,39,2,4,18,8,15,58,34
Batchfile,2019,8,82,40,4,23,38,16,15,98,47
Adblock Filter List,2019,8,82,12,25,64,2,2,1,34,8
CoffeeScript,2019,8,78,84,42,86,75,24,28,195,101
F#,2019,8,77,32,20,61,18,6,23,81,50
Nim,2019,8,72,31,24,31,14,3,18,45,33
Common Lisp,2019,8,71,22,6,31,38,8,6,79,38
PLpgSQL,2019,8,68,32,22,26,8,7,15,62,42
GDScript,2019,8,67,17,9,5,15,5,6,30,22
Assembly,2019,8,64,44,12,34,59,16,11,120,55
Jinja,2019,8,61,86,17,73,40,21,22,118,38
SQF,2019,8,61,32,8,62,4,3,8,41,16
Puppet,2019,8,57,29,6,17,2,1,22,37,22
BitBake,2019,8,55,45,10,70,2,3,5,51,28
Tcl,2019,8,55,65,1,30,8,0,2,34,16
Smalltalk,2019,8,53,31,33,39,3,7,5,38,26
Gherkin,2019,8,53,25,6,43,4,1,10,41,20
Racket,2019,8,53,15,4,6,15,4,0,33,23
Solidity,2019,8,49,26,15,21,12,7,11,51,32
D,2019,8,46,55,11,102,21,1,9,67,38
XSLT,2019,8,45,26,9,47,3,1,7,52,38
Vala,2019,8,43,27,22,42,25,6,13,76,49
Crystal,2019,8,41,27,32,55,18,5,12,46,32
WebAssembly,2019,8,38,19,11,31,22,4,9,48,22
SaltStack,2019,8,38,25,4,6,0,1,9,20,18
Markdown,2019,8,37,29,4,43,47,18,6,105,21
LookML,2019,8,37,24,0,2,0,0,7,10,8
Lean,2019,8,36,9,1,7,2,0,3,17,5
Svelte,2019,8,34,12,7,14,30,3,17,49,31
PLSQL,2019,8,34,17,0,1,2,3,3,19,14
Pug,2019,8,32,8,1,4,3,1,4,15,9
Blade,2019,8,31,4,0,0,2,2,0,15,12
ASL,2019,8,31,0,6,9,0,0,2,3,2
M4,2019,8,30,3,2,3,2,3,0,15,8
Verilog,2019,8,30,23,9,36,17,8,6,40,27
Liquid,2019,8,29,43,4,8,5,2,18,21,10
Starlark,2019,8,29,16,4,25,10,5,7,42,17
Smali,2019,8,28,4,0,1,5,1,0,9,5
SystemVerilog,2019,8,28,28,5,18,9,2,7,30,14
Stylus,2019,8,27,4,1,2,7,3,0,21,14
MDX,2019,8,26,14,2,8,3,4,4,28,10
Haxe,2019,8,26,12,16,31,7,5,2,31,20
Modelica,2019,8,25,9,7,16,0,0,1,21,11
Lasso,2019,8,25,3,0,0,2,5,1,12,1
PureScript,2019,8,24,12,7,20,10,4,3,31,22
Jsonnet,2019,8,23,42,5,74,13,7,4,59,27
Scheme,2019,8,23,22,4,12,7,2,3,25,15
Nunjucks,2019,8,22,10,0,3,19,2,5,40,17
Reason,2019,8,22,3,9,9,7,1,9,19,9
QML,2019,8,22,18,3,7,13,7,18,41,27
Coq,2019,8,22,5,6,23,15,0,4,28,21
Xtend,2019,8,22,12,2,0,0,0,10,7,9
Visual Basic,2019,8,21,26,1,0,3,2,4,19,16
SMT,2019,8,21,8,6,10,0,0,7,7,4
Nextflow,2019,8,21,7,0,5,5,0,1,16,16
F*,2019,8,21,1,1,5,7,1,3,20,4
wdl,2019,8,20,6,1,0,0,0,9,7,11
Forth,2019,8,20,0,0,0,1,0,1,3,3
Twig,2019,8,20,1,0,1,0,0,1,7,6
Perl 6,2019,8,20,9,4,7,0,0,1,8,6
Objective-C++,2019,8,19,8,5,14,15,1,2,39,15
Game Maker Language,2019,8,19,4,1,0,1,0,0,10,5
Common Workflow Language,2019,8,19,6,7,12,2,0,4,15,9
VCL,2019,8,19,2,0,2,0,0,1,3,2
Inform 7,2019,8,18,7,1,0,0,0,3,6,2
ShaderLab,2019,8,18,10,1,0,1,2,11,8,6
Vim Script,2019,8,18,13,11,61,76,13,6,115,18
Mustache,2019,8,17,11,2,7,2,3,7,17,10
XC,2019,8,17,1,0,0,0,0,0,3,1
GAP,2019,8,17,1,1,2,0,0,0,9,10
Prolog,2019,8,16,3,0,2,2,3,1,15,11
ASP,2019,8,16,10,0,0,4,1,7,9,5
ColdFusion,2019,8,16,13,0,0,0,0,6,5,2
XQuery,2019,8,15,0,0,2,0,0,0,8,6
Inno Setup,2019,8,15,2,0,4,1,2,0,8,3
Jolie,2019,8,15,2,0,0,0,0,0,1,1
Hack,2019,8,15,9,6,3,3,2,7,13,9
Matlab,2019,8,15,5,11,15,9,2,1,23,17
PostScript,2019,8,14,14,4,7,2,2,1,20,8
AMPL,2019,8,14,18,0,0,0,0,0,7,3
Agda,2019,8,14,8,8,39,3,0,1,19,7
API Blueprint,2019,8,14,6,0,3,1,1,4,9,4
Mathematica,2019,8,13,10,7,8,4,4,4,23,13
Chapel,2019,8,12,22,2,19,0,0,2,13,2
Processing,2019,8,12,1,0,0,0,2,3,4,3
Sass,2019,8,12,0,0,0,3,4,0,10,5
Zig,2019,8,11,2,15,14,9,1,0,21,3
Red,2019,8,11,6,10,18,1,0,0,7,1
FreeMarker,2019,8,11,3,1,3,3,2,4,15,7
JSON,2019,8,11,15,1,7,0,1,6,13,4
Fancy,2019,8,11,0,0,0,0,0,0,1,1
AutoHotkey,2019,8,10,2,6,0,4,3,2,9,7
Fennel,2019,8,10,0,2,2,0,0,0,1,1
Cuda,2019,8,10,10,7,21,10,1,3,32,14
GLSL,2019,8,10,10,5,14,10,5,1,25,11
G-code,2019,8,10,2,1,0,2,0,0,6,4
PureBasic,2019,8,10,20,3,11,12,5,3,28,5
Dhall,2019,8,9,8,0,14,7,0,3,16,3
Fluent,2019,8,9,0,0,2,2,0,0,4,3
OpenEdge ABL,2019,8,9,1,2,2,1,0,0,3,3
Standard ML,2019,8,9,1,4,1,1,0,0,15,8
Gnuplot,2019,8,8,3,0,1,0,0,0,7,6
Max,2019,8,8,4,0,0,0,0,1,3,3
Gosu,2019,8,8,5,14,8,2,0,4,11,7
SourcePawn,2019,8,8,12,11,19,4,1,2,17,15
VimL,2019,8,8,0,6,13,38,6,0,49,33
Ada,2019,8,7,7,2,6,1,1,0,10,8
Scilab,2019,8,7,0,0,0,0,0,0,1,1
SuperCollider,2019,8,7,4,0,5,0,0,2,3,2
ActionScript,2019,8,7,0,3,1,0,0,0,4,3
mIRC Script,2019,8,7,1,0,0,0,0,1,4,2
Brainfuck,2019,8,7,5,0,9,0,1,3,5,2
AutoIt,2019,8,6,0,0,1,4,1,0,7,7
Haml,2019,8,6,3,3,0,0,0,2,6,5
Objective-J,2019,8,6,6,8,1,0,1,1,4,4
SQLPL,2019,8,6,8,0,5,3,6,2,11,3
Isabelle,2019,8,6,2,0,2,0,0,2,7,6
YAML,2019,8,6,1,3,0,2,0,2,3,2
Propeller Spin,2019,8,6,0,0,0,1,0,1,2,2
DIGITAL Command Language,2019,8,5,10,2,4,2,1,5,6,3
GAMS,2019,8,5,5,0,0,0,0,1,2,2
OpenSCAD,2019,8,5,7,0,6,5,4,2,12,9
EJS,2019,8,5,0,1,3,9,3,0,17,8
UnrealScript,2019,8,5,3,2,9,3,0,2,13,5
Visual Basic .NET,2019,8,5,2,10,4,5,1,3,14,10
RAML,2019,8,5,4,1,5,0,0,3,8,4
RobotFramework,2019,8,5,2,0,0,0,0,0,3,3
SAS,2019,8,5,1,0,0,1,0,1,3,3
ABAP,2019,8,5,9,1,9,0,4,0,10,5
XML,2019,8,5,6,0,0,0,1,2,2,2
Protocol Buffer,2019,8,5,3,1,22,3,3,0,14,3
Handlebars,2019,8,4,3,2,7,0,0,3,11,7
DataWeave,2019,8,4,8,0,2,0,0,5,5,1
PowerBuilder,2019,8,4,0,0,0,0,0,0,2,1
FORTRAN,2019,8,4,0,3,2,2,0,0,5,4
xBase,2019,8,4,0,0,0,0,1,0,2,2
Arduino,2019,8,4,0,1,0,2,2,0,6,4
Modula-2,2019,8,4,2,0,0,0,0,1,1,1
ANTLR,2019,8,4,6,4,6,5,2,1,13,6
Eagle,2019,8,3,0,2,5,1,1,0,4,4
AngelScript,2019,8,3,0,1,2,0,0,0,4,3
Genshi,2019,8,3,4,0,3,0,0,0,5,2
Bikeshed,2019,8,3,6,3,22,1,0,3,12,4
Bro,2019,8,3,2,1,0,0,0,0,3,3
Nasal,2019,8,3,0,0,0,0,0,0,2,2
VBA,2019,8,3,0,0,0,0,1,0,3,2
HLSL,2019,8,3,3,0,2,2,0,1,6,2
ZenScript,2019,8,3,3,9,13,1,1,1,18,9
Grammatical Framework,2019,8,3,0,0,1,0,0,0,1,2
M,2019,8,3,7,6,9,14,3,3,26,4
APL,2019,8,3,0,2,0,0,0,0,1,1
Astro,2019,8,3,0,1,0,1,0,2,4,4
Mako,2019,8,2,2,1,1,2,1,0,5,2
Mercury,2019,8,2,0,0,0,3,1,0,5,2
NCL,2019,8,2,0,3,11,0,0,0,2,1
Raku,2019,8,2,0,1,4,1,0,2,7,3
V,2019,8,2,3,2,17,30,1,0,43,2
ApacheConf,2019,8,2,5,1,3,2,14,0,18,4
Ren'Py,2019,8,2,1,2,7,2,1,0,10,2
1C Enterprise,2019,8,2,2,0,0,7,2,1,8,6
Web Ontology Language,2019,8,2,1,1,2,1,0,0,6,3
HyPhy,2019,8,2,0,1,0,0,0,0,2,1
YARA,2019,8,1,0,0,0,6,0,0,7,3
EmberScript,2019,8,1,1,0,2,0,0,1,2,2
Terra,2019,8,1,2,0,1,0,0,1,1,1
Idris,2019,8,1,0,1,9,3,0,0,8,3
OpenQASM,2019,8,1,0,1,5,0,0,0,3,1
PEG.js,2019,8,1,0,4,2,1,0,0,3,1
PDDL,2019,8,1,0,0,0,0,0,0,1,1
Augeas,2019,8,1,1,1,8,0,0,0,2,1
ReScript,2019,8,1,0,2,0,1,0,0,2,1
Stata,2019,8,1,1,0,0,3,1,1,5,4
Ballerina,2019,8,1,1,0,0,0,2,0,2,2
JetBrains MPS,2019,8,1,0,2,0,0,0,1,2,2
Meson,2019,8,1,1,0,0,1,0,0,2,1
CartoCSS,2019,8,1,1,0,6,2,1,0,8,2
Squirrel,2019,8,1,1,0,0,1,0,0,2,2
Less,2019,8,1,2,0,3,18,9,1,31,5
XProc,2019,8,1,2,0,0,0,0,0,1,1
SWIG,2019,8,1,0,0,0,0,0,0,1,1
ECL,2019,8,1,2,0,3,0,1,0,4,2
Riot,2019,8,1,0,0,0,0,0,0,1,1
LiveScript,2019,8,1,0,0,0,3,1,0,5,3
Eiffel,2019,8,1,2,0,0,0,0,0,1,1
Pawn,2019,8,1,2,0,1,1,0,1,4,2
Logos,2019,8,1,1,30,5,2,0,0,17,4
VBScript,2019,8,1,1,0,0,0,2,0,3,2
Csound Document,2019,8,1,0,3,4,0,0,0,1,1
Macaulay2,2019,8,0,0,2,11,0,0,0,4,1
Odin,2019,8,0,1,1,0,1,1,0,3,1
ZIL,2019,8,0,7,0,0,0,0,0,1,7
GCC Machine Description,2019,8,0,4,0,1,2,3,0,8,2
Frege,2019,8,0,0,0,0,1,0,0,1,1
Brightscript,2019,8,0,0,0,1,1,0,1,3,3
NASL,2019,8,0,0,0,0,1,0,0,1,1
Mask,2019,8,0,1,0,1,0,0,0,1,1
Wollok,2019,8,0,0,0,0,0,0,2,1,1
Zeek,2019,8,0,0,0,0,3,1,0,4,1
Arc,2019,8,0,0,0,0,1,0,0,1,1
Limbo,2019,8,0,1,0,0,0,0,0,1,1
reStructuredText,2019,8,0,1,2,4,2,0,1,7,2
wisp,2019,8,0,0,0,3,0,0,0,3,1
COBOL,2019,8,0,0,0,0,1,0,0,1,1
sed,2019,8,0,0,0,4,2,0,0,4,2
Lex,2019,8,0,0,1,0,0,0,0,1,1
AGS Script,2019,8,0,0,2,0,0,0,0,1,1
P4,2019,8,0,0,0,0,1,0,0,1,1
Slim,2019,8,0,1,0,0,0,0,0,1,1
MoonScript,2019,8,0,0,0,0,2,0,0,2,2
q,2019,8,0,0,0,0,2,0,0,1,2
Open Policy Agent,2019,8,0,0,2,3,1,0,0,3,2
